name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,active_year,first_year,last_year,AVG,birth
Mike Vail,665,1604,146,447,71,11,34,219,81,317,3,17,2.806,3.425,6.231,10,1975,1984,0.2451,1957
Mike Welday,55,109,5,22,1,1,0,5,10,0,2,0,0.5720000000000001,0.503,1.075,2,1907,1909,0.209,1886
Mike White,100,296,30,78,11,3,0,27,21,49,1,1,0.705,0.618,1.323,3,1963,1965,0.1856666666666666,1942
Mike Wilson,13,31,0,4,1,0,0,3,1,7,0,0,0.179,0.185,0.364,2,1921,2011,0.074,1944
Mike Woodard,100,225,29,50,4,2,1,19,16,18,14,4,1.005,1.039,2.044,4,1985,1988,0.21025,1964
Mike Yastrzemski,694,2274,365,543,134,22,106,318,257,657,18,10,1.982,2.817,4.799,6,2019,2024,0.2451666666666666,1999
Mike Young,635,1840,244,454,80,6,72,235,237,465,22,17,2.205,2.548,4.753,8,1982,1989,0.197,1963
Mike Zunino,892,2798,326,557,121,5,149,372,219,1088,2,4,2.919,4.263,7.182,11,2013,2023,0.1908181818181818,1996
Mikie Mahtook,291,884,112,208,33,9,33,97,59,255,14,5,1.268,1.727,2.995,5,2015,2019,0.1936,1995
Miles Mastrobuoni,119,247,34,54,8,0,1,9,21,55,16,1,0.788,0.713,1.501,3,2022,2024,0.2076666666666666,2001
Miller Huggins,1594,5558,948,1474,146,50,9,318,1003,312,324,156,5.058,4.053,9.111,13,1904,1916,0.2677692307692307,1888
Millito Navarro,45,185,30,53,8,3,0,19,7,0,3,0,0.619,0.7170000000000001,1.336,2,1928,1929,0.2835,1906
Milo Allison,51,60,15,13,0,0,0,0,15,9,4,0,2.109,1.754,3.863,4,1913,1917,0.4385,1893
Milo Lockwood,20,67,9,14,1,0,0,0,8,0,0,0,0,0.224,0,1,1884,1884,0.209,1862
Milo Netzel,10,37,2,7,1,0,0,3,3,0,1,0,0.25,0.216,0.466,1,1909,1909,0.189,1887
Milt Bocek,30,60,6,16,2,0,1,6,9,11,0,0,0.764,0.782,1.5459999999999998,2,1933,1934,0.2875,1911
Milt Bolling,400,1161,127,280,50,7,19,94,114,188,5,12,2.0380000000000003,2.179,4.217,7,1952,1958,0.2238571428571428,1933
Milt Byrnes,390,1278,174,350,77,15,16,154,199,183,3,14,1.121,1.186,2.307,3,1943,1945,0.2746666666666666,1922
Milt Cuyler,490,1386,227,329,47,23,10,119,121,273,77,26,2.661,3.569,6.23,8,1990,1998,0.264,1972
Milt Galatzer,251,717,105,192,25,7,1,57,92,46,10,15,1.399,1.281,2.68,5,1933,1939,0.2092,1914
Milt Graff,61,156,16,28,4,3,0,10,15,10,2,5,0.26,0.245,0.505,2,1957,1958,0.0905,1935
Milt Laurent,158,545,74,129,23,5,2,60,26,0,18,0,0.838,0.92,1.758,3,1929,1932,0.2333333333333333,1908
Milt May,1192,3693,313,971,147,11,77,443,305,361,4,13,4.984,5.848,10.832,15,1970,1984,0.2765333333333333,1955
Milt Ramirez,94,152,14,28,3,2,0,6,13,18,0,1,0.849,0.724,1.573,3,1970,1979,0.208,1952
Milt Reed,68,163,16,37,4,2,0,10,13,18,7,0,0.913,0.922,1.835,4,1911,1915,0.1865,1891
Milt Scott,341,1285,107,293,42,10,5,132,40,78,44,0,1.03,1.27,2.112,4,1882,1886,0.27275,1862
Milt Smith,36,102,15,20,3,1,3,8,13,24,2,2,0.293,0.333,0.626,1,1955,1955,0.196,1933
Milt Stock,1628,6249,839,1806,270,58,22,696,455,321,155,131.25,4.425,4.535,8.96,14,1913,1926,0.2582142857142857,1897
Milt Thompson,1359,3761,491,1029,156,37,47,357,336,635,214,66,4.254,4.599,8.853,13,1984,1996,0.2627692307692307,1968
Milt Whitehead,104,415,63,86,15,1,1,0,8,0,0,0,0,0.255,0,1,1884,1884,0.207,1862
Milton Bradley,1042,3605,541,976,202,17,125,481,496,817,88,40,4.217,5.128,9.345,12,2000,2011,0.2628333333333333,1983
Milton Lewis,149,521,61,140,20,5,16,94,34,4,0,0,1.169,1.556,2.725,4,1924,1928,0.24575,1904
Minnie Minoso,1948,7059,1228,2113,365,95,195,1089,848,585,216,144.44444444444446,6.837,8.025,14.862,20,1946,1980,0.26195,1941
Mint Jones,49,180,19,51,6,0,0,26,13,3,2,0,1.065,0.985,2.05,4,1938,1941,0.217,1917
Mitch Garver,565,1789,255,422,87,6,97,279,234,550,2,2,2.547,3.418,5.965,8,2017,2024,0.226125,1998
Mitch Haniger,746,2755,413,688,134,11,130,395,272,774,19,6,2.519,3.464,5.983,8,2016,2024,0.2415,1998
Mitch Maier,360,977,122,242,36,14,10,93,112,222,15,6,1.854,1.829,3.683,6,2006,2012,0.225,1987
Mitch Meluskey,155,414,56,117,24,0,15,75,68,89,2,0,1.653,1.639,3.292,5,1998,2003,0.219,1978
Mitch Moreland,1260,4071,527,1020,219,9,186,618,385,975,11,5,3.836,5.388,9.224,12,2010,2021,0.2510833333333333,1993
Mitch Webster,1265,3419,504,900,150,55,70,342,325,578,160,73,4.011,4.9,8.911,13,1983,1995,0.2455384615384615,1967
Mitchell Murray,534,1608,266,484,85,14,29,272,154,4,34,0,4.2170000000000005,4.722,8.939,12,1920,1932,0.2883333333333333,1904
Mitchell Page,673,2104,297,560,84,21,72,259,245,449,104,55,2.7350000000000003,3.21,5.945,8,1977,1984,0.25675,1958
Mo Harris,45,147,17,32,8,1,1,19,10,0,3,0,0.268,0.306,0.574,1,1929,1929,0.218,1907
Mo Vaughn,1512,5532,861,1620,270,10,328,1064,725,1429,30,18,4.488,5.971,10.459,12,1991,2003,0.28175,1975
Moe Berg,663,1813,149,441,71,6,6,206,78,117,11,5,3.937,4.391,8.328,15,1923,1939,0.2291333333333333,1909
Moe Franklin,61,164,25,43,8,0,2,16,9,7,0,0,0.718,0.744,1.462,2,1941,1942,0.28,1919
Moe Morhardt,25,34,4,7,0,0,0,3,5,13,0,0,0.603,0.403,1.006,2,1961,1962,0.2015,1939
Moe Thacker,158,260,20,46,7,0,2,20,40,81,1,2,1.208,1.114,2.322,5,1958,1963,0.1528,1938
Moises Alou,1942,7037,1109,2134,421,39,332,1287,737,894,106,37,6.118,8.437,14.555,17,1990,2008,0.3005294117647059,1977
Moisés Sierra,207,469,51,110,27,3,9,41,32,136,6,2,1.125,1.378,2.503,4,2012,2018,0.22775,1993
Monk Cline,234,946,167,247,39,12,2,90,69,3,77.5,0,1.61875,1.655,3.33875,5,1882,1891,0.2542,1864
Monte Beville,146,454,39,92,21,2,0,44,26,0,6,0,0.512,0.516,1.028,2,1903,1904,0.204,1881
Monte Cross,1682,5821,718,1364,232,68,31,621,616,100,328,0,4.852,5.055,9.907,15,1892,1907,0.2427333333333333,1877
Monte Harrison,50,68,13,12,2,0,2,6,6,37,7,1,0.792,1.01,1.802,3,2020,2022,0.184,1999
Monte Irvin,1059,3582,593,1094,159,46,140,694,487,231,54,14,6.337,7.909,14.246,18,1938,1956,0.2833888888888889,1925
Monty Basgall,200,512,52,110,15,3,4,41,46,51,1,0,0.821,0.894,1.715,3,1948,1951,0.2143333333333333,1927
Monty Fariss,104,226,22,49,10,2,4,29,29,75,0,2,0.986,1.022,2.008,3,1991,1993,0.2156666666666666,1970
Mookie Betts,1381,5494,1071,1615,371,39,271,831,675,856,188,39,4.098,5.732,9.83,11,2014,2024,0.2932727272727273,1997
Mookie Wilson,1403,5094,731,1397,227,71,67,438,282,866,327,98,3.794,4.642,8.436,12,1980,1991,0.27225,1963
Moose Solters,938,3421,503,990,213,42,83,599,221,377,42,23,2.815,3.612,6.4270000000000005,9,1934,1943,0.2656666666666666,1916
Morgan Burkhart,42,121,20,30,4,0,5,23,19,38,0,0,0.898,0.996,1.894,3,2000,2003,0.2233333333333333,1979
Morgan Ensberg,731,2204,340,579,102,10,110,347,332,436,22,19,2.706,3.288,5.994,8,2000,2008,0.255625,1982
Morgan Murphy,566,1967,247,443,56,12,10,227,157,237,53,0,3.084,3.064,6.148,11,1890,1901,0.2293636363636363,1873
Morrie Aderholt,106,262,36,70,7,3,3,32,19,29,3,1.6666666666666663,1.115,1.228,2.343,5,1939,1945,0.1808,1920
Morrie Arnovich,590,2013,234,577,104,12,22,261,185,139,17,0,2.089,2.335,4.424,7,1936,1946,0.2474285714285714,1919
Morrie Rath,563,2048,291,521,36,7,4,92,258,70,82,66,2.035,1.637,3.672,6,1909,1920,0.2425,1892
Morrie Schick,16,34,3,5,0,0,0,3,3,10,0,0,0.216,0.147,0.363,1,1917,1917,0.147,1895
Morris Nettles,168,469,77,116,15,0,0,31,42,94,42,26,0.63,0.5660000000000001,1.196,2,1974,1975,0.2525,1952
Morten Clark,227,861,154,221,25,10,2,59,104,2,36,4,1.3239999999999998,1.181,2.505,4,1920,1923,0.2425,1899
Mose Herring,16,35,5,6,0,1,0,2,2,0,2,0,0.237,0.229,0.466,1,1920,1920,0.171,1898
Mox McQuery,417,1581,231,429,73,18,13,200,123,92,55,0,1.72,1.818,3.5050000000000003,5,1884,1891,0.2698,1865
Moxie Hengel,35,133,13,24,3,2,0,0,4,2,0,0,0,0.406,0,2,1884,1885,0.1704999999999999,1862
Muddy Ruel,1467,4514,493,1242,187,29,4,534,606,238,61,74.73333333333333,6.673,5.504,12.177,19,1915,1934,0.2437368421052631,1902
Mule Haas,1168,4303,706,1257,254,45,43,496,433,299,12,16,3.865,4.167,8.032,12,1925,1938,0.2551666666666666,1909
Mule Shirley,44,100,14,21,3,2,0,18,4,14,0,0,0.43,0.486,0.916,2,1924,1925,0.182,1902
Mule Suttles,923,3271,730,1109,218,78,183,899,379,12,85,0,8.522,12.656,21.178,21,1924,1944,0.3302380952380952,1912
Munenori Kawasaki,276,633,80,150,18,6,1,51,70,119,12,4,1.685,1.521,3.206,5,2012,2016,0.2452,1992
Murray Watkins,243,967,147,227,20,4,1,72,90,3,24,0,2.037,1.698,3.735,8,1941,1948,0.189625,1922
Myles Straw,562,1764,251,431,77,9,6,125,187,351,89,16,2.213,2.434,4.647,7,2018,2024,0.2555714285714286,1999
Myril Hoag,1021,3147,384,854,141,33,28,401,252,298,59,49,4.191,4.702,8.893,13,1931,1945,0.2656923076923077,1916
Myron Allen,155,602,89,157,28,14,4,87,45,1,30,0,0.903,0.7090000000000001,1.9665,3,1886,1888,0.163,1865
Myron Grimshaw,263,894,104,229,31,16,4,116,60,0,15,0,0.898,0.971,1.869,3,1905,1907,0.2443333333333333,1884
N. Stevens,30,103,11,32,4,1,1,17,10,0,0,0,0.694,0.687,1.381,2,1927,1929,0.2925,1906
Nacho Alvarez,8,30,1,3,0,0,0,0,0,10,0,0,0.156,0.1,0.256,1,2024,2024,0.1,2002
Namon Washington,547,1961,326,488,49,16,6,194,202,19,79,22,3.232,2.906,6.138,11,1920,1933,0.2247272727272727,1904
Nanny Fernandez,408,1356,139,336,59,5,16,145,109,142,20,0,1.223,1.328,2.551,4,1942,1950,0.2435,1924
Nap Lajoie,2480,9589,1504,3252,657,163,82,1599,516,85,380,220.5,7.952,9.797,17.749,21,1896,1916,0.338047619,1884
Nap Reyes,279,931,90,264,35,11,13,110,44,62,5,0,0.953,1.118,2.071,4,1943,1950,0.20825,1924
Napoleon Hairston,37,131,28,29,6,2,2,18,16,0,2,0,0.311,0.344,0.655,1,1938,1938,0.221,1916
Nasim Nuñez,51,61,14,15,1,0,0,1,12,15,8,2,0.37,0.262,0.632,1,2024,2024,0.246,2002
Nat Hicks,53,220,23,50,4,1,0,18,4,6,0,0,0,0.454,0,2,1876,1877,0.211,1854
Nat Rogers,517,1786,253,540,82,28,12,271,133,1,29,0,6.736,7.363,14.099,20,1923,1945,0.2873,1912
Nat Trammell,24,78,9,22,2,3,0,11,8,0,0,0,0.558,0.405,0.963,2,1930,1941,0.1485,1913
Nate Colbert,1004,3422,481,833,141,25,173,520,383,902,52,31,2.7060000000000004,3.617,6.323,10,1966,1976,0.199,1949
Nate Eaton,72,159,18,32,4,3,1,13,12,51,14,1,0.456,0.462,0.918,2,2022,2023,0.1695,2000
Nate Freiman,116,277,22,71,13,1,9,39,19,54,0,0,0.5960000000000001,0.837,1.4329999999999998,2,2013,2014,0.246,1991
Nate McLouth,1045,3257,521,803,191,19,101,333,366,639,133,24,3.222,3.898,7.12,10,2005,2014,0.237,1987
Nate Oliver,410,954,107,216,24,5,2,45,72,172,17,15,2.546,2.5620000000000003,5.108,7,1963,1969,0.3208571428571428,1944
Nate Schierholtz,799,2090,238,529,118,22,52,228,134,408,30,22,2.49,3.277,5.767,8,2007,2014,0.26425,1988
Nathan Haynes,60,89,13,22,0,1,0,4,6,23,5,3,0.5900000000000001,0.538,1.128,2,2007,2008,0.247,1985
Nathan Lukes,51,102,17,28,5,3,1,12,14,18,1,0,0.661,0.755,1.416,2,2023,2024,0.2475,2001
Nathaniel Lowe,686,2478,334,673,114,10,89,329,314,677,14,2,2.077,2.609,4.686,6,2019,2024,0.2633333333333333,1999
Neal Ball,507,1613,163,404,56,17,4,151,99,13,92,0,1.961,1.994,3.955,7,1907,1913,0.2278571428571428,1888
Neal Finn,322,1044,125,274,44,5,3,102,68,89,9,0,1.235,1.254,2.489,4,1930,1933,0.25675,1909
Neal Watlington,21,44,4,7,1,0,0,3,3,8,0,1,0.213,0.182,0.395,1,1953,1953,0.159,1931
Neb Stewart,10,31,3,4,0,0,0,0,1,5,0,0,0.156,0.129,0.285,1,1940,1940,0.129,1918
Ned Bligh,66,209,17,34,3,1,1,19,16,14,3,0,0.583,0.427,1.01,4,1886,1890,0.0865,1866
Ned Crompton,18,65,7,10,2,1,0,2,7,2,1,0,0.254,0.222,0.476,2,1909,1910,0.0795,1887
Ned Cuthbert,200,811,112,178,37,6,0,50,39,6,0,0,0,1.308,0,5,1876,1884,0.204,1858
Ned Hanlon,1267,5074,930,1317,159,79,30,517,471,357,611,0,4.090666666666667,4.332,8.2745,13,1880,1892,0.2526923076923077,1864
Ned Harris,262,814,107,211,33,14,16,81,102,77,12,12,0.978,1.136,2.114,4,1941,1946,0.1845,1921
Ned Williamson,1201,4553,809,1159,228,85,64,667,506,532,228.8,0,4.484999999999999,4.854,8.94725,13,1878,1890,0.2526153846153846,1862
Ned Yost,219,605,54,128,15,4,16,64,21,117,5,3,1.411,1.953,3.364,6,1980,1985,0.2078333333333333,1960
Neftali Soto,34,42,1,3,1,0,0,1,0,14,1,0,0.174,0.133,0.307,2,2013,2014,0.05,1991
Neifi Perez,1403,5127,640,1370,238,61,64,489,231,503,57,45,3.352,4.204,7.556,12,1996,2007,0.25025,1979
Neil Berry,442,1087,148,265,28,9,0,74,113,105,11,12,2.124,1.847,3.971,7,1948,1954,0.2274285714285714,1929
Neil Chrisley,302,619,60,130,22,8,16,64,55,62,3,3,1.36,1.525,2.885,5,1957,1961,0.1961999999999999,1937
Neil Robinson,291,1034,177,301,58,20,20,171,105,7,30,5.2,4.587916666666667,5.398,10.05875,13,1932,1948,0.2715384615384615,1918
Neil Walker,1306,4583,611,1224,238,22,149,609,460,931,32,22,3.915,4.802,8.717,12,2009,2020,0.2576666666666666,1992
Nellie Fox,2367,9232,1279,2663,355,112,35,790,719,216,76,80,6.288,6.202,12.49,19,1947,1965,0.2631052631578947,1934
Nelson Burbrink,58,170,11,47,8,1,0,15,14,13,1,1,0.333,0.335,0.668,1,1955,1955,0.276,1933
Nelson Cruz,2055,7501,1090,2053,372,15,464,1325,738,1916,84,32,6.5600000000000005,9.524,16.084,19,2005,2023,0.2693157894736842,1992
Nelson Liriano,823,2216,296,576,105,27,25,240,212,300,59,30,3.317,3.727,7.044,11,1987,1998,0.2500909090909091,1970
Nelson Mathews,306,978,93,218,39,14,22,98,88,248,8,12,1.581,1.843,3.424,6,1960,1965,0.2121666666666666,1940
Nelson Norman,198,429,42,95,12,3,0,25,21,50,4,2,1.034,1.116,2.15,6,1978,1987,0.1561666666666666,1960
Nelson Santovenia,297,884,77,206,42,4,22,116,59,165,4,7,1.633,2.898,4.531000000000001,7,1987,1993,0.1977142857142857,1968
Nelson Simmons,100,330,38,86,14,1,11,40,31,54,2,1,1.071,1.29,2.361,3,1984,1987,0.3123333333333333,1963
Nelson Velázquez,194,552,86,117,21,4,31,87,52,177,7,2,0.862,1.325,2.1870000000000003,3,2022,2024,0.2133333333333333,2001
Nemo Leibold,1270,4167,638,1109,145,49,3,284,571,335,134,97.5,4.579,4.214,8.793,13,1913,1925,0.2653076923076923,1897
Nestor Lambertus,24,72,13,22,3,0,0,6,8,0,1,0,0.375,0.347,0.722,1,1929,1929,0.306,1907
Newt Allen,971,3742,622,1072,160,54,21,475,314,15,142,8.571428571428571,6.413,6.878,13.291,20,1923,1947,0.26745,1913
Newt Hunter,65,209,35,53,10,6,2,24,25,43,9,0,0.345,0.388,0.733,1,1911,1911,0.254,1889
Newt Joseph,611,2121,360,617,116,36,31,374,252,7,84,0,3.32,3.809,7.129,9,1922,1930,0.2908888888888888,1904
Newt Randall,99,336,22,71,10,5,0,19,27,0,6,0,0.284,0.271,0.555,1,1907,1907,0.211,1885
Newt Robinson,77,198,16,40,4,4,0,16,26,14,5,3,0.764,0.683,1.447,3,1925,1927,0.1843333333333333,1904
Nick Ahmed,959,3107,364,726,160,25,72,339,226,678,43,23,3.067,3.977,7.044,11,2014,2024,0.231090909,1997
Nick Allen,463,1199,107,262,34,7,9,79,74,209,16,6.75,2.37,2.441,4.811,9,1914,2024,0.2177777777777777,1947
Nick Buss,44,100,7,18,7,1,1,8,7,25,2,1,0.397,0.4509999999999999,0.848,2,2013,2016,0.1515,1992
Nick Capra,45,54,9,9,1,0,1,1,6,7,3,1,1.74,0.764,2.504,5,1982,1991,0.106,1964
Nick Castellanos,1541,5865,755,1605,372,41,233,848,400,1484,38,22,3.816,5.46,9.276,12,2013,2024,0.2715833333333333,1996
Nick Ciuffo,21,48,3,9,2,0,1,5,4,16,0,0,0.762,0.864,1.626,3,2018,2021,0.1853333333333333,1997
Nick Cullop,173,490,49,122,29,12,11,67,40,128,1,10,1.667,2.053,3.72,5,1926,1931,0.2742,1906
Nick Dini,20,56,11,11,3,0,2,6,4,18,0,0,0.27,0.357,0.627,1,2019,2019,0.196,1997
Nick Esasky,810,2703,336,677,120,21,122,427,314,712,18,14,2.551,3.278,5.829,8,1983,1990,0.239125,1964
Nick Etten,937,3320,426,921,167,25,89,526,480,199,22,19.5,3.199,3.721,6.92,9,1938,1947,0.2678888888888889,1920
Nick Evans,177,408,56,105,30,3,10,53,28,112,0,1,1.52,2.3,3.82,5,2008,2014,0.2646,1989
Nick Fortes,304,850,108,189,32,1,23,86,49,153,10,6,1.179,1.686,2.865,4,2021,2024,0.23775,2000
Nick Franklin,301,833,83,178,39,5,24,96,77,246,17,2,1.335,1.662,2.997,6,2013,2018,0.1653333333333333,1993
Nick Gonzales,129,474,54,121,27,4,9,62,24,110,5,4,0.579,0.746,1.325,2,2023,2024,0.2395,2001
Nick Gordon,340,956,106,233,53,7,23,112,43,238,21,10,1.051,1.47,2.521,4,2021,2024,0.22875,2000
Nick Green,418,1078,147,254,58,5,17,103,80,286,6,11,1.933,2.153,4.086,8,2004,2013,0.1856249999999999,1986
Nick Heath,35,48,5,7,2,0,0,4,6,21,2,4,0.544,0.402,0.946,2,2020,2021,0.1485,1998
Nick Hundley,974,3097,319,766,169,20,93,376,219,810,15,18,3.49,4.741,8.231,12,2008,2019,0.2409166666666666,1991
Nick Johnson,832,2698,430,723,173,5,95,398,522,572,29,24,3.825,4.117,7.942,10,2001,2012,0.2435999999999999,1984
Nick Kahl,40,135,16,29,4,1,0,21,4,0,1,0,0.248,0.259,0.507,1,1905,1905,0.215,1883
Nick Koback,16,33,1,4,0,1,0,0,1,13,0,0,0.4619999999999999,0.536,0.998,3,1953,1955,0.1369999999999999,1932
Nick Loftin,76,210,25,48,9,1,1,24,23,36,3,0,0.6499999999999999,0.671,1.3210000000000002,2,2023,2024,0.256,2001
Nick Madrigal,285,868,96,238,39,5,4,77,43,85,17,6,1.621,1.684,3.305,5,2020,2024,0.2756,2000
Nick Markakis,2154,8302,1119,2388,514,22,189,1046,891,1230,66,32,5.325,6.341,11.666,15,2006,2020,0.2861333333333333,1991
Nick Martini,193,500,71,126,21,7,13,70,55,125,1,4,1.6840000000000002,1.987,3.671,5,2018,2024,0.2536,1999
Nick Maton,185,443,58,91,18,2,15,63,58,143,3,2,0.952,1.204,2.156,4,2021,2024,0.16975,2000
Nick Noonan,83,145,14,28,3,0,1,9,9,37,0,1,0.628,0.678,1.306,3,2013,2016,0.159,1992
Nick Picciuto,36,89,7,12,6,0,0,6,6,17,0,0,0.189,0.202,0.391,1,1945,1945,0.135,1923
Nick Pratto,144,464,51,100,25,1,14,55,48,204,1,1,0.5780000000000001,0.739,1.3170000000000002,2,2022,2023,0.208,2000
Nick Punto,1163,3253,421,798,141,27,19,263,386,651,104,36,4.4510000000000005,4.4270000000000005,8.878,14,2001,2014,0.2489285714285714,1985
Nick Scharf,13,52,5,10,2,1,1,0,1,0,0,0,0,0.59,0,2,1882,1883,0.1795,1860
Nick Senzel,451,1466,200,340,64,4,40,143,132,343,33,21,1.761,2.135,3.896,6,2019,2024,0.226,1999
Nick Sogard,31,77,13,21,4,0,0,8,7,25,3,0,0.326,0.325,0.651,1,2024,2024,0.273,2002
Nick Solak,255,865,118,218,35,3,21,93,74,197,19,8,1.342,1.526,2.8680000000000003,5,2019,2023,0.202,1999
Nick Stavinoha,147,265,21,62,12,0,4,30,8,54,1,0,0.745,0.929,1.674,3,2008,2010,0.2263333333333333,1987
Nick Swisher,1527,5369,805,1338,307,11,245,803,817,1373,13,15,4.158,5.226,9.384,12,2004,2015,0.245,1987
Nick Tremark,35,73,10,18,4,0,0,10,6,5,0,0,0.919,0.907,1.826,3,1934,1936,0.2436666666666666,1913
Nick Williams,294,836,109,210,30,7,31,110,57,255,4,4,1.089,1.143,2.232,4,2017,2021,0.17375,1997
Nick Yorke,11,37,4,8,0,0,2,5,4,12,2,0,0.286,0.378,0.664,1,2024,2024,0.216,2002
Nicky Delmonico,158,508,62,114,17,5,18,57,56,138,3,3,1.161,1.291,2.452,4,2017,2020,0.20825,1996
Nicky Lopez,670,2104,260,521,83,18,7,152,177,336,47,19,1.846,1.843,3.689,6,2019,2024,0.24,1999
Nico Hoerner,548,2017,289,560,99,11,29,217,153,266,102,20,2.007,2.23,4.237,6,2019,2024,0.2738333333333333,1999
Nig Clarke,507,1536,157,390,64,20,6,127,138,9,16,0,2.709,2.536,5.245,9,1905,1920,0.218,1890
Nig Lipscomb,36,96,11,31,9,1,0,8,11,10,0,0,0.398,0.438,0.836,1,1937,1937,0.323,1915
Nig Perrine,45,146,13,25,4,1,0,15,13,0,10,0,0.253,0.212,0.465,1,1907,1907,0.171,1885
Nigel Wilson,22,35,2,3,0,0,2,5,1,21,0,0,0.308,0.75,1.058,3,1993,1996,0.083333333,1972
Niko Goodrum,415,1404,175,314,76,11,42,152,141,489,47,14,1.647,1.872,3.519,7,2017,2024,0.167,1998
Niko Kavadas,30,93,11,17,2,0,4,8,11,41,1,0,0.283,0.333,0.616,1,2024,2024,0.183,2002
Nin Alexander,20,69,2,9,0,0,0,0,1,0,0,0,0.143,0.13,0.273,1,1884,1884,0.13,1862
Nino Bongiovanni,68,166,17,43,7,0,0,16,9,8,0,0,0.584,0.725,1.309,2,1938,1939,0.272,1916
Nino Escalera,73,69,15,11,1,1,0,3,7,11,1,0,0.234,0.203,0.437,1,1954,1954,0.159,1932
Nippy Jones,412,1381,146,369,60,12,25,209,71,102,4,5.333333333333333,2.39,2.7590000000000003,5.149,8,1946,1957,0.257625,1929
Nish Williams,229,715,95,195,31,5,3,85,54,4,5,0,3.05325,3.071,6.138,9,1930,1939,0.2704444444444445,1912
Noel Cuevas,76,148,16,34,4,1,2,10,6,24,1,0,0.268,0.315,0.583,2,2018,2019,0.1165,1996
Noelvi Marte,101,343,39,84,16,0,7,33,17,100,15,5,0.614,0.757,1.371,2,2023,2024,0.263,2001
Nolan Arenado,1680,6406,944,1826,387,33,341,1132,549,1045,28,23,4.053,6.094,10.147,12,2013,2024,0.2829166666666666,1996
Nolan Fontana,20,31,2,2,0,0,2,2,4,14,1,1,0.3409999999999999,0.5640000000000001,0.905,2,2017,2018,0.0705,1995
Nolan Gorman,315,1054,145,234,45,0,60,161,115,402,14,3,0.899,1.298,2.197,3,2022,2024,0.2216666666666666,2001
Nolan Jones,213,709,98,188,40,5,25,103,97,248,25,8,1.019,1.234,2.253,3,2022,2024,0.256,2001
Nolan Reimold,480,1378,179,339,61,7,56,174,150,356,18,7,2.484,3.404,5.888,8,2009,2016,0.24275,1990
Nolan Schanuel,176,628,81,160,22,0,14,60,88,122,10,1,0.7450000000000001,0.692,1.4369999999999998,2,2023,2024,0.2625,2001
Nolen Richardson,168,473,39,117,19,5,0,45,23,22,8,6,1.398,1.438,2.8360000000000003,6,1929,1939,0.1976666666666666,1912
Nomar Garciaparra,1434,5586,927,1747,370,52,229,936,403,554,95,31,4.897,6.972,11.869,14,1996,2009,0.3015,1980
Nomar Mazara,684,2448,294,626,114,9,85,360,197,592,7,6,2.165,2.713,4.878,7,2016,2022,0.2498571428571428,1997
Nook Logan,321,870,111,233,38,12,2,56,59,182,56,14,1.286,1.415,2.701,4,2004,2007,0.27525,1983
Norberto Martin,354,880,116,245,32,6,7,89,35,123,23,9,2.292,2.452,4.744,7,1993,1999,0.284,1974
Norichika Aoki,759,2716,377,774,135,22,33,219,234,258,98,44,2.097,2.324,4.421,6,2012,2017,0.2843333333333333,1992
Norihiro Nakamura,17,39,1,5,2,0,0,3,2,7,0,0,0.171,0.179,0.35,1,2005,2005,0.128,1983
Norm Cash,2089,6705,1046,1820,241,41,377,1103,1043,1091,43,30,6.178,7.9,14.078,17,1958,1974,0.2663529411764706,1944
Norm Gigon,34,70,8,12,3,1,1,6,4,14,0,0,0.234,0.286,0.52,1,1967,1967,0.171,1945
Norm Larker,667,1953,227,538,97,15,32,271,211,165,3,5,2.036,2.26,4.296,6,1958,1963,0.265,1938
Norm McMillan,414,1356,157,353,74,16,6,147,95,133,36,16.666666666666668,1.564,1.691,3.255,5,1922,1929,0.2557999999999999,1903
Norm Miller,540,1364,166,325,68,10,24,159,160,265,16,10,3.067,3.659,6.726,10,1965,1974,0.2236,1947
Norm Schlueter,118,296,18,55,11,2,0,26,17,48,3,2,0.7010000000000001,0.748,1.449,3,1938,1944,0.1946666666666666,1919
Norm Sherry,194,497,45,107,9,1,18,69,37,102,1,0,1.606,1.721,3.327,5,1959,1963,0.238,1939
Norm Siebern,1406,4481,662,1217,206,38,132,636,708,748,18,25,4.015,4.478,8.493,12,1956,1968,0.2434166666666666,1940
Norm Zauchin,347,1038,134,242,28,2,50,159,137,226,5,1,1.779,2.196,3.975,6,1951,1959,0.2205,1933
Norman Banks,10,33,2,4,0,0,0,1,2,0,0,0,0.171,0.121,0.292,1,1945,1945,0.121,1923
Norman Robinson,171,588,84,160,23,7,0,72,40,0,15,3.5,1.911,2.041,3.952,7,1940,1948,0.2347142857142857,1922
Norman Young,19,47,6,13,1,0,0,5,6,0,1,0,0.37,0.298,0.668,1,1944,1944,0.277,1922
Norris Hopper,168,396,60,125,15,2,1,20,31,43,17,8,1.092,1.05,2.142,3,2006,2008,0.296,1985
Nyjer Morgan,598,1953,288,550,74,27,12,136,145,352,120,51,2.48,2.675,5.155,7,2007,2014,0.291,1988
Nyls Nyman,120,357,43,85,9,4,2,33,11,38,12,4,1.0550000000000002,1.41,2.4650000000000003,4,1974,1977,0.2505,1953
O'Neal Pullen,33,113,12,33,3,2,1,16,4,0,0,0,0.316,0.381,0.697,1,1924,1924,0.292,1902
