name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,active_year,first_year,last_year,AVG
Tony Curry,129,297,33,73,16,2,6,40.0,20,69.0,0.0,2.0,0.787,0.7829999999999999,1.57,3,1960,1966,0.19333333333333336
Tony Daniels,76,230,15,46,3,2,0,10.0,12,22.0,1.0,0.0,0.249,0.23,0.479,1,1945,1945,0.2
Tony Eusebio,598,1739,180,479,87,5,30,241.0,182,324.0,1.0,5.0,3.074,3.225,6.2989999999999995,9,1991,2001,0.25577777777777777
Tony Fernandez,2158,7911,1057,2276,414,92,94,844.0,690,784.0,246.0,138.0,5.856,6.709,12.565,17,1983,2001,0.28552941176470586
Tony Giarratano,15,42,4,6,0,0,1,4.0,5,7.0,1.0,0.0,0.234,0.214,0.448,1,2005,2005,0.143
Tony Giuliani,243,674,58,157,18,3,0,69.0,38,41.0,1.0,2.8,1.4220000000000002,1.384,2.806,7,1936,1943,0.17314285714285713
Tony Gonzalez,1559,5195,690,1485,238,57,103,615.0,467,706.0,79.0,61.0,4.171,4.937,9.108,12,1960,1971,0.28391666666666665
Tony Graffanino,981,2810,442,746,145,21,58,302.0,275,486.0,53.0,25.0,4.151,4.845,8.996,13,1996,2009,0.25161538461538463
Tony Gwynn,3125,10888,1575,3522,591,108,142,1236.0,951,731.0,399.0,151.0,10.071,11.419,21.49,28,1982,2014,0.3047142857142857
Tony Horton,636,2228,251,597,102,15,76,297.0,140,319.0,12.0,8.0,1.996,2.65,4.646,7,1964,1970,0.24742857142857141
Tony Johnson,72,99,17,23,2,1,3,14.0,11,26.0,3.0,13.0,0.309,0.367,0.676,2,1981,1982,0.1175
Tony Kaufmann,39,32,18,1,0,0,0,1.0,6,4.0,3.0,0.0,0.184,0.031,0.215,1,1929,1929,0.031
Tony Kemp,739,1945,262,460,87,15,35,184.0,227,298.0,53.0,16.0,2.649,2.697,5.346,9,2016,2024,0.20866666666666667
Tony Kubek,1092,4167,522,1109,178,30,57,373.0,217,441.0,29.0,23.0,2.745,3.295,6.04,9,1957,1965,0.26755555555555555
Tony La Russa,132,176,15,35,5,2,0,7.0,23,37.0,0.0,0.0,1.168,1.0390000000000001,2.2070000000000003,6,1963,1973,0.15233333333333335
Tony Lazzeri,1740,6297,986,1840,334,115,178,1191.0,869,864.0,148.0,92.16666666666667,5.349,6.488,11.837,14,1926,1939,0.2900714285714286
Tony Longmire,139,256,32,73,18,0,3,37.0,21,47.0,3.0,2.0,0.939,1.058,1.9969999999999999,3,1993,1995,0.27466666666666667
Tony Lupien,614,2358,285,632,92,30,18,230.0,241,111.0,57.0,42.0,2.225,2.591,4.816,6,1940,1948,0.309
Tony Malinosky,35,79,7,18,2,0,0,3.0,9,11.0,0.0,0.0,0.307,0.253,0.56,1,1937,1937,0.228
Tony Martinez,73,175,13,30,5,0,0,10.0,6,26.0,2.0,3.0,0.731,0.764,1.495,4,1963,1966,0.16599999999999998
Tony Mullane,81,286,41,79,9,8,0,34.0,39,30.0,19.0,0.0,0.375,0.364,0.739,1,1890,1890,0.276
Tony Muser,663,1268,123,329,41,9,7,117.0,95,138.0,14.0,13.0,2.627,2.786,5.413,9,1969,1978,0.23811111111111108
Tony Oliva,1676,6301,870,1917,329,48,220,947.0,448,645.0,86.0,55.0,5.5089999999999995,6.85,12.359,15,1962,1976,0.31673333333333337
Tony Pena,327,829,95,189,32,8,4,66.0,20,150.0,8.0,7.0,0.866,1.024,1.8900000000000001,4,2006,2009,0.19025
Tony Perez,2777,9778,1272,2732,505,79,379,1652.0,925,1867.0,49.0,33.0,7.604,10.025,17.629,23,1964,1986,0.26765217391304347
Tony Perezchica,69,101,10,23,7,1,0,5.0,10,26.0,0.0,1.0,1.275,0.994,2.269,4,1988,1992,0.20725000000000002
Tony Peña,1988,6489,667,1687,298,27,107,708.0,455,846.0,80.0,63.0,5.592,6.532,12.124,18,1980,1997,0.26261111111111113
Tony Phillips,2161,7617,1300,2023,360,50,160,819.0,1319,1499.0,177.0,114.0,6.579,6.882,13.461,18,1982,1999,0.25983333333333336
Tony Piet,744,2585,352,717,132,30,23,312.0,247,274.0,80.0,32.0,2.808,2.98,5.788,8,1931,1938,0.2725
Tony Rego,44,91,10,26,3,1,0,8.0,4,5.0,0.0,0.0,0.705,0.768,1.4729999999999999,2,1924,1925,0.313
Tony Renda,33,60,5,11,2,0,0,3.0,5,11.0,0.0,0.0,0.246,0.217,0.463,2,2016,2018,0.0915
Tony Rensa,200,514,71,134,26,5,7,65.0,57,54.0,5.0,2.4,1.8960000000000001,1.971,3.867,6,1930,1939,0.24016666666666664
Tony Robello,16,32,1,7,3,0,0,3.0,1,6.0,0.0,0.0,0.258,0.333,0.591,2,1933,1934,0.1165
Tony Rodriguez,27,67,7,16,1,0,1,9.0,4,8.0,0.0,0.0,0.292,0.299,0.591,1,1996,1996,0.239
Tony Roig,76,184,14,39,7,3,0,11.0,22,45.0,2.0,0.0,0.7,0.817,1.517,3,1953,1956,0.18766666666666665
Tony Sanchez,52,144,14,37,5,0,4,18.0,7,46.0,0.0,0.0,1.032,1.135,2.167,4,2013,2017,0.21875
Tony Scott,991,2803,331,699,111,28,17,253.0,186,464.0,125.0,69.0,3.033,3.122,6.155,11,1973,1984,0.2240909090909091
Tony Smith,170,500,46,90,12,2,1,26.0,95,60.0,13.0,0.0,0.9059999999999999,0.611,1.5170000000000001,3,1907,1911,0.17266666666666666
Tony Solaita,525,1316,164,336,66,1,50,203.0,214,345.0,2.0,8.0,2.148,2.459,4.607,7,1968,1979,0.21771428571428572
Tony Suck,58,205,21,31,2,0,0,0.0,14,4.0,0.0,0.0,0.0,0.167,0.0,2,1883,1884,0.0785
Tony Tarasco,457,1006,151,241,46,5,34,118.0,106,171.0,39.0,10.0,2.325,2.957,5.282,8,1993,2002,0.226625
Tony Taylor,2195,7680,1005,2007,298,86,75,598.0,613,1083.0,234.0,111.0,6.147,6.763,12.91,19,1958,1976,0.2627894736842105
Tony Torcato,43,47,2,14,2,0,0,3.0,2,8.0,0.0,0.0,1.424,1.443,2.867,4,2002,2005,0.3225
Tony Walker,84,90,19,20,7,0,2,10.0,11,15.0,11.0,3.0,0.307,0.367,0.674,1,1986,1986,0.222
Tony Wolters,407,1103,131,259,48,9,7,123.0,127,254.0,6.0,4.0,1.8530000000000002,1.689,3.542,7,2016,2022,0.18371428571428572
Tony Womack,1303,4963,739,1353,190,59,36,368.0,308,649.0,363.0,74.0,4.207,4.424,8.631,13,1993,2006,0.2646923076923077
Tony York,28,85,4,20,1,0,0,7.0,4,11.0,0.0,0.0,0.27,0.247,0.517,1,1944,1944,0.235
Tookie Gilbert,183,482,52,98,15,2,7,48.0,65,57.0,4.0,0.0,0.583,0.5509999999999999,1.134,2,1950,1953,0.1945
Topper Rigney,694,2326,325,669,113,39,13,315.0,377,176.0,44.0,36.0,2.271,2.268,4.539,6,1922,1927,0.27899999999999997
Topsy Hartsel,1357,4848,826,1336,182,92,31,341.0,837,0.0,247.0,0.0,5.383,5.081,10.464,14,1898,1911,0.27535714285714286
Torey Lovullo,303,737,80,165,35,1,15,60.0,80,121.0,9.0,8.0,2.36,2.793,5.1530000000000005,8,1988,1999,0.223375
Torii Hunter,2372,8857,1296,2452,498,39,353,1391.0,661,1741.0,195.0,99.0,5.943,8.096,14.039,19,1997,2015,0.25989473684210523
Toussaint Allen,110,317,36,60,9,1,4,28.0,16,0.0,4.0,0.0,1.093,1.214,2.307,5,1923,1928,0.1796
Trace Coquillette,51,108,8,25,7,0,1,12.0,11,26.0,1.0,0.0,0.617,0.649,1.266,2,1999,2000,0.234
Tracey Johnson,8,31,2,8,0,1,0,4.0,0,0.0,0.0,0.0,0.281,0.323,0.604,1,1938,1938,0.258
Tracy Jones,493,1303,173,356,56,6,27,164.0,100,140.0,62.0,19.0,2.017,2.34,4.357,6,1986,1991,0.2793333333333333
Tracy Woodson,215,506,42,125,22,2,5,50.0,20,78.0,2.0,3.0,1.109,1.2970000000000002,2.406,5,1987,1993,0.1984
Travis Blankenhorn,49,91,8,14,4,0,2,10.0,8,24.0,0.0,0.0,1.161,1.477,2.638,5,2020,2024,0.15940000000000001
Travis Buck,253,810,99,197,52,7,20,95.0,78,186.0,8.0,3.0,1.769,2.178,3.947,6,2007,2012,0.224
Travis Demeritte,92,287,38,62,10,2,6,20.0,23,109.0,3.0,0.0,0.819,0.887,1.706,3,2019,2022,0.20333333333333334
Travis Denker,24,37,6,9,4,1,1,3.0,5,10.0,0.0,0.0,0.333,0.486,0.819,1,2008,2008,0.243
Travis Fryman,1698,6481,895,1776,345,40,223,1022.0,602,1369.0,72.0,38.0,4.34,5.694,10.034,13,1990,2002,0.2726923076923077
Travis Hafner,1183,4058,619,1107,250,13,213,731.0,598,976.0,11.0,7.0,4.34,5.667,10.007,12,2002,2013,0.2619166666666667
Travis Ishikawa,488,944,114,241,49,5,23,137.0,85,257.0,3.0,2.0,2.402,2.939,5.341,8,2006,2015,0.239125
Travis Jackson,1657,6086,833,1768,291,86,135,929.0,412,565.0,71.0,48.75,4.662,5.946,10.608,15,1922,1936,0.2680666666666667
Travis Jankowski,681,1507,212,355,52,10,11,96.0,173,361.0,102.0,25.0,2.885,2.554,5.439,10,2015,2024,0.203
Travis Lee,1099,3740,476,958,191,16,115,488.0,457,704.0,59.0,20.0,2.838,3.393,6.231,9,1998,2006,0.23777777777777778
Travis Metcalf,80,217,36,54,14,1,11,35.0,16,53.0,0.0,1.0,0.5860000000000001,1.024,1.6099999999999999,2,2007,2008,0.2435
Travis Shaw,733,2374,310,563,127,3,114,366.0,275,650.0,20.0,4.0,2.2,2.955,5.155,8,2015,2022,0.20275
Travis Snider,630,1783,214,435,100,7,54,212.0,167,492.0,22.0,11.0,2.49,3.195,5.6850000000000005,8,2008,2015,0.247875
Travis Taijeron,26,52,3,9,2,0,1,3.0,5,24.0,0.0,0.0,0.271,0.269,0.54,1,2017,2017,0.173
Travis d'Arnaud,884,3032,374,753,157,6,123,438.0,239,682.0,3.0,1.0,3.669,4.989,8.658,12,2013,2024,0.24383333333333335
Trayce Thompson,369,935,128,198,41,5,45,126.0,115,346.0,17.0,3.0,2.083,2.96,5.043,7,2015,2023,0.204
Trayvon Robinson,90,288,28,62,16,1,5,26.0,22,104.0,7.0,3.0,0.544,0.66,1.204,2,2011,2012,0.2155
Trea Turner,1125,4568,776,1352,251,41,171,572.0,340,921.0,279.0,46.0,3.47,4.774,8.244,10,2015,2024,0.2942
Trench Davis,23,33,3,4,0,0,0,1.0,0,5.0,1.0,0.0,0.268,0.273,0.5409999999999999,3,1985,1987,0.09100000000000001
Trenidad Hubbard,476,762,124,196,33,7,16,72.0,83,166.0,33.0,17.0,3.342,3.8810000000000002,7.223,10,1994,2003,0.2559
Trent Durrington,140,235,35,46,5,3,2,9.0,17,54.0,14.0,6.0,1.065,1.028,2.093,5,1999,2005,0.1538
Trent Grisham,623,1932,273,412,97,11,70,246.0,259,592.0,47.0,11.0,1.896,2.357,4.253,6,2019,2024,0.216
Trent Oeltjen,99,164,26,36,6,3,5,11.0,18,51.0,9.0,1.0,0.929,1.129,2.058,3,2009,2011,0.219
Tres Barrera,57,145,10,33,4,1,2,14.0,14,38.0,0.0,0.0,0.586,0.585,1.171,4,2019,2023,0.111
Trevor Brown,88,212,18,50,10,0,5,24.0,13,47.0,1.0,2.0,0.562,0.6719999999999999,1.234,2,2015,2016,0.23399999999999999
Trevor Crowe,265,818,94,196,41,7,4,68.0,60,160.0,35.0,8.0,1.18,1.207,2.387,4,2009,2013,0.22949999999999998
Trevor Larnach,300,958,136,226,49,3,35,138.0,116,322.0,6.0,2.0,1.2770000000000001,1.605,2.882,4,2021,2024,0.2315
Trevor Plouffe,830,2933,364,710,155,10,106,379.0,246,676.0,12.0,11.0,2.518,3.652,6.17,9,2010,2018,0.23144444444444445
Trevor Story,908,3431,536,909,218,27,179,540.0,318,1075.0,129.0,36.0,2.937,4.279,7.216,9,2016,2024,0.25911111111111107
Trey Beamon,95,158,16,40,9,0,0,15.0,11,36.0,3.0,3.0,0.922,0.935,1.857,3,1996,1998,0.25166666666666665
Trey Cabbage,67,139,17,29,11,0,2,15.0,6,60.0,2.0,2.0,0.485,0.658,1.143,2,2023,2024,0.2085
Trey Lipscomb,61,190,20,38,3,0,1,10.0,16,40.0,11.0,2.0,0.268,0.232,0.5,1,2024,2024,0.2
Trey Mancini,831,3051,407,801,156,11,129,400.0,265,795.0,2.0,1.0,2.345,3.669,6.014,7,2016,2023,0.273
Trey Sweeney,36,110,11,24,5,0,4,17.0,7,32.0,2.0,0.0,0.269,0.373,0.642,1,2024,2024,0.218
Trick McSorley,28,94,15,23,5,0,0,1.5,5,1.0,0.0,0.0,0.6479999999999999,1.232,1.4955,3,1884,1886,0.3
Tripp Cromer,196,524,54,118,22,1,12,48.0,27,101.0,0.0,1.0,1.621,2.7270000000000003,4.348,8,1993,2003,0.16725
Tripp Sigman,62,129,23,42,5,1,6,15.0,9,10.0,1.0,0.0,0.887,1.209,2.096,2,1929,1930,0.3935
Tristan Gray,17,33,1,5,1,0,1,1.0,3,16.0,0.0,0.0,0.5940000000000001,1.143,1.7369999999999999,2,2023,2024,0.2535
Triston Casas,222,717,105,179,30,2,42,109.0,119,226.0,1.0,1.0,1.062,1.3599999999999999,2.422,3,2022,2024,0.2336666666666667
Tristram Speaker,2792,10195,1881,3515,792,222,117,1529.0,1381,220.0,432.0,236.5,8.981,10.484,19.465,22,1907,1928,0.3301818181818182
Trot Nixon,1092,3627,579,995,222,28,137,555.0,504,689.0,30.0,13.0,4.3629999999999995,5.504,9.867,12,1996,2008,0.28558333333333336
Troy Afenir,45,79,4,15,2,2,0,7.0,5,32.0,0.0,0.0,0.8059999999999999,0.9079999999999999,1.714,4,1987,1992,0.1775
Troy Glaus,1537,5410,889,1375,293,10,320,950.0,854,1377.0,56.0,29.0,4.482,6.0,10.482,13,1998,2010,0.24576923076923077
Troy Neel,230,758,110,212,37,0,37,120.0,92,177.0,5.0,9.0,1.063,1.439,2.502,3,1992,1994,0.2733333333333334
Troy O'Leary,1198,4010,547,1100,234,40,127,591.0,334,661.0,17.0,22.0,3.66,4.716,8.376,11,1993,2003,0.2725454545454546
Troy Tulowitzki,1291,4804,762,1391,264,24,225,780.0,511,900.0,57.0,32.0,4.585,6.271,10.856,13,2006,2019,0.27784615384615385
Truck Eagan,9,30,2,4,0,1,0,4.0,1,0.0,1.0,0.0,0.161,0.2,0.361,1,1901,1901,0.133
Truck Hannah,244,736,62,173,25,4,5,66.0,97,79.0,7.0,0.0,0.987,0.901,1.888,3,1918,1920,0.235
Tsuyoshi Nishioka,71,233,14,50,5,0,0,20.0,16,44.0,2.0,4.0,0.34900000000000003,0.249,0.598,2,2011,2012,0.113
Tsuyoshi Shinjo,303,876,98,215,41,4,20,100.0,55,128.0,9.0,6.0,0.852,1.021,1.873,3,2001,2003,0.233
Tub Welch,82,261,33,68,7,2,2,22.0,21,7.0,9.0,0.0,0.6679999999999999,0.6619999999999999,1.33,2,1890,1895,0.26449999999999996
Tubby Spencer,447,1326,106,298,43,10,3,133.0,87,46.0,13.0,0.0,2.577,2.604,5.181,9,1905,1918,0.2258888888888889
Tuck Stainback,817,2261,284,585,90,14,17,204.0,64,213.0,27.0,22.285714285714285,3.505,4.061,7.566,13,1934,1946,0.24346153846153845
Tuck Turner,377,1496,294,478,67,38,7,213.0,128,69.0,53.0,0.0,2.213,2.4770000000000003,4.69,6,1893,1898,0.3096666666666667
Tucker Ashford,222,510,42,111,31,1,6,55.0,47,75.0,5.0,3.0,1.9300000000000002,2.069,3.999,7,1976,1984,0.21714285714285714
Tucker Barnhart,916,2736,254,659,131,6,53,292.0,296,649.0,8.0,5.0,3.358,3.591,6.949,11,2014,2024,0.22636363636363638
Tucupita Marcano,149,406,41,88,19,4,5,34.0,26,88.0,7.0,4.0,0.812,0.867,1.679,3,2021,2023,0.207
Tuffy Gosewisch,137,420,25,80,17,1,5,30.0,19,91.0,2.0,1.0,1.004,1.173,2.177,5,2013,2017,0.1682
Tug Arundel,76,260,21,45,4,1,0,32.0,16,22.0,18.0,0.0,0.8653333333333334,0.543,1.5893333333333333,4,1882,1888,0.11950000000000001
Tug Hulett,45,67,6,13,1,0,1,3.0,6,23.0,0.0,0.0,0.46699999999999997,0.417,0.884,2,2008,2009,0.1675
Tug Thompson,25,102,10,21,3,0,0,0.0,2,0.0,0.0,0.0,0.444,0.437,0.918,2,1882,1884,0.203
Tug Wilson,24,82,13,19,4,0,0,0.0,5,0.0,0.0,0.0,0.276,0.28,0.556,1,1884,1884,0.232
Tullie McAdoo,231,806,118,188,37,12,4,88.0,71,11.0,20.0,5.0,1.559,1.522,3.081,5,1920,1924,0.2278
Tun Berger,173,622,88,150,22,6,1,57.0,54,42.0,18.0,0.0,0.862,0.8089999999999999,1.671,3,1890,1892,0.21633333333333335
Turkey Gross,9,32,2,3,0,1,0,2.0,2,2.0,0.0,0.0,0.171,0.156,0.327,1,1925,1925,0.094
Turkey Stearnes,1002,3837,924,1334,234,115,188,1015.0,424,5.0,129.0,4.5,7.431,10.722,18.153,18,1923,1940,0.3426666666666667
Turner Barber,492,1531,189,442,47,21,2,185.0,115,112.0,28.0,41.4,2.865,2.982,5.8469999999999995,9,1915,1923,0.2647777777777778
Turner Ward,626,1548,210,389,73,11,39,219.0,186,247.0,33.0,15.0,4.048,4.656,8.704,12,1990,2001,0.25758333333333333
Ty Cline,892,1834,251,437,53,25,6,125.0,153,262.0,22.0,19.0,3.783,3.812,7.595000000000001,12,1960,1971,0.24633333333333332
Ty Cobb,3034,11429,2246,4191,723,297,117,1938.0,1249,357.0,892.0,356.0,10.259,12.108,22.367,24,1905,1928,0.36133333333333334
Ty France,702,2513,314,662,132,4,74,312.0,182,517.0,2.0,3.0,2.01,2.482,4.492,6,2019,2024,0.26466666666666666
Ty Gainey,57,111,12,24,3,1,1,7.0,10,37.0,4.0,1.0,0.8109999999999999,0.7470000000000001,1.558,3,1985,1987,0.19566666666666666
Ty Helfrich,43,104,12,25,6,0,0,5.0,15,21.0,2.0,0.0,0.336,0.298,0.634,1,1915,1915,0.24
Ty Kelly,118,158,21,32,8,1,3,21.0,20,36.0,0.0,0.0,0.776,0.773,1.549,3,2016,2018,0.17433333333333334
Ty LaForest,52,204,25,51,7,4,2,16.0,10,35.0,4.0,4.0,0.285,0.353,0.638,1,1945,1945,0.25
Ty Tyson,199,704,89,197,34,4,5,73.0,35,61.0,14.0,0.0,0.954,1.073,2.027,3,1926,1928,0.276
Ty Van Burkleo,14,38,2,5,3,0,1,1.0,6,10.0,1.0,0.0,0.282,0.333,0.615,2,1993,1994,0.076
Ty Wigginton,1362,4479,558,1170,245,14,169,594.0,371,891.0,42.0,23.0,3.826,5.102,8.927999999999999,12,2002,2013,0.2558333333333333
