name,birth,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,OPS,FY,LY,AY
김동규,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023,1
김동기,1964,1019,3621,3101,422,812,166,9,108,1320,435,34,34,414,60,583,94,4.683,3.871,65,8.554,1986,1996,11
김동길,1987,14,7,6,2,2,1,1,0,5,1,0,0,1,0,3,0,1,0.9,1,1.9,2010,2011,2
김동수,1968,2039,6940,5915,741,1556,286,28,202,2504,871,56,48,661,130,821,132,8.454,6.943,108,15.397,1990,2009,20
김동엽,1990,657,2192,2028,260,543,88,2,92,911,316,24,17,114,27,435,49,3.582,2.638,13,6.22,2016,2024,9
김동영,1985,23,33,27,1,5,0,0,0,5,2,1,1,3,0,9,1,0.688,0.957,0,1.645,2007,2010,4
김동욱,1988,142,346,311,42,77,12,0,7,110,32,2,1,24,5,78,10,1.612,2.065,5,3.677,2007,2018,12
김동욱,1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2024,4
김동은,1990,55,101,85,9,26,2,0,0,28,5,4,1,12,1,20,3,0.706,0.808,5,1.514,2015,2016,2
김동재,1960,585,1498,1326,166,347,63,8,30,516,166,27,26,106,26,176,33,3.255,3.041,37,6.296,1983,1993,11
김동주,1976,1625,6592,5540,851,1710,293,12,273,2846,1097,48,27,814,147,794,186,7.89,6.402,109,14.292,1998,2013,16
김동주,2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,3
김동진,1996,79,183,163,19,37,8,0,1,48,10,3,0,12,1,38,5,1.009,0.738,6,1.747,2022,2024,3
김동철,1960,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1982,1982,1
김동한,1988,374,605,542,90,132,37,1,6,189,48,32,11,42,0,89,7,2.68,2.241,18,4.921,2012,2020,9
김동헌,2004,104,249,216,22,52,5,2,2,67,18,0,0,18,9,55,7,0.513,0.747,5,1.26,2023,2024,2
김동혁,2000,54,26,22,11,3,0,1,0,5,1,4,1,4,0,8,0,0.333,0.516,2,0.849,2023,2024,2
김동혁,2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2023,4
김동현,1977,3,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1997,1997,1
김동호,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,1
김두현,2003,3,6,5,2,2,0,0,0,2,0,0,0,0,1,0,0,0.4,0.5,2,0.9,2024,2024,1
김만수,1996,11,7,7,0,1,0,0,0,1,0,0,0,0,0,3,1,0.167,0.167,1,0.334,2016,2017,2
김만윤,1984,7,11,10,1,3,0,0,0,3,0,0,1,0,1,4,0,0.3,0.364,0,0.664,2004,2004,1
김만후,1964,202,601,538,64,139,23,3,8,192,59,12,3,50,8,57,25,0.965,0.91,12,1.875,1987,1992,6
김명구,1961,122,108,94,6,16,0,0,1,19,5,2,1,9,0,15,0,0.867,1.136,1,2.003,1984,1988,5
김명성,1961,92,155,134,16,23,3,1,0,28,7,2,6,15,1,21,1,0.42,0.519,2,0.939,1985,1986,2
김명신,1993,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2024,8
김명제,1987,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2009,5
김명호,1975,8,15,15,0,2,0,0,0,2,1,0,0,0,0,4,0,0.133,0.133,0,0.266,1994,1994,1
김무관,1955,123,371,326,35,65,12,0,1,80,20,6,7,26,8,45,9,0.6,0.66,12,1.26,1982,1985,4
김무성,1976,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2001,2
김무성,1978,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2003,3
김무신,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021,1
김무종,1954,445,1543,1357,137,326,62,6,41,523,192,4,11,115,13,187,35,2.183,1.747,40,3.93,1983,1988,6
김문영,1960,192,301,283,24,53,10,0,1,66,19,4,4,16,1,47,8,1.09,1.099,4,2.189,1983,1988,6
김문호,1987,703,2227,1946,251,548,98,8,20,722,208,46,34,205,37,387,39,4.66,4.478,22,9.138,2006,2020,15
김미호,1967,170,279,257,28,59,12,1,0,73,13,9,3,15,3,51,5,1.73,1.823,16,3.553,1992,1997,6
김민,1999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2024,5
김민규,1999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2024,5
김민기,1977,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2009,5
김민범,1973,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,2
김민석,2004,170,537,476,67,118,27,1,3,156,45,19,4,33,10,132,10,0.614,0.582,1,1.196,2023,2024,2
김민성,1988,1731,6057,5303,669,1420,285,11,133,2126,733,52,31,489,111,1033,132,6.37,5.585,99,11.955,2007,2024,18
김민수,1991,160,269,248,25,49,8,0,4,69,27,0,0,13,1,68,4,1.996,1.559,9,3.555,2014,2024,11
김민수,1992,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2021,7
김민수,1996,5,7,7,0,1,0,0,0,1,1,0,0,0,0,4,0,0.143,0.143,0,0.286,2022,2022,1
김민수,1998,207,519,461,34,109,21,2,3,143,39,1,1,39,10,158,11,1.831,2.098,14,3.929,2017,2024,8
김민식,1989,866,2318,1981,239,448,66,8,25,605,224,11,6,240,23,399,37,2.863,3.078,35,5.941,2015,2024,10
김민우,1979,704,2220,1886,254,464,86,8,32,662,183,83,26,229,19,457,32,3.744,3.768,55,7.512,2002,2016,15
김민우,1995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2022,8
김민재,1973,2113,6940,6088,696,1503,244,29,71,2018,607,174,90,473,97,739,145,6.002,5.603,264,11.605,1991,2009,19
김민주,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
김민준,1994,46,25,21,11,1,0,0,0,1,0,1,2,3,0,9,0,0.083,0.854,0,0.937,2015,2020,6
김민철,1982,333,440,393,57,87,10,5,0,107,29,15,10,26,5,82,4,1.524,1.566,17,3.09,2001,2006,6
김민하,1989,370,765,668,101,160,35,1,11,230,75,27,13,60,22,218,21,2.418,2.192,10,4.61,2011,2021,11
김민혁,1995,778,2454,2166,311,633,68,16,10,763,190,71,40,198,25,322,41,2.64,2.669,18,5.309,2015,2024,10
김민혁,1996,110,228,202,22,46,7,0,8,77,33,0,0,21,3,64,13,2.112,1.834,3,3.946,2017,2024,8
김민호,1961,1208,4358,3778,488,1050,221,27,106,1643,606,64,29,491,27,561,77,5.399,4.518,63,9.917,1984,1996,13
김민호,1969,1112,3865,3400,472,838,132,25,29,1107,277,232,62,262,55,576,57,3.488,3.295,148,6.783,1993,2003,11
김바위,1955,679,1978,1688,196,409,79,6,48,644,241,22,16,240,20,269,38,3.224,3.035,25,6.259,1982,1991,10
김백만,1982,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2002,2
김범석,2004,80,209,189,17,42,5,0,7,68,28,0,0,15,2,54,5,0.636,0.444,5,1.08,2023,2024,2
김범수,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,1
김범준,2000,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2024,2024,1
김병두,1972,60,92,78,10,15,0,0,0,15,3,0,0,10,2,20,3,0.289,0.463,11,0.752,1990,1993,4
김병수,1964,98,232,201,29,49,12,2,4,77,29,1,1,23,0,39,6,0.634,0.559,4,1.193,1990,1991,2
김병조,1969,298,506,442,70,112,23,3,7,162,47,11,10,31,12,79,10,1.936,1.836,10,3.772,1992,1997,6
김병준,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,1
김병준,2003,38,18,16,9,5,0,0,0,5,1,0,0,2,0,4,0,0.357,0.438,0,0.795,2023,2024,2
김병철,1972,23,39,36,4,9,2,0,0,11,3,0,2,2,0,4,1,0.596,0.642,0,1.238,1995,1997,3
김병현,1979,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2015,4
김병휘,2001,52,104,91,12,15,4,0,1,22,4,0,0,7,5,37,0,0.661,0.716,4,1.377,2020,2024,5
김병희,1990,113,193,162,28,34,5,0,7,60,21,3,3,21,6,54,2,1.334,1.14,8,2.474,2019,2023,5
김봉기,1953,145,95,81,36,20,2,1,0,24,11,5,6,6,5,13,1,1.315,1.491,1,2.806,1982,1987,6
김봉연,1952,630,2438,2145,311,596,84,8,110,1026,334,24,18,241,21,187,59,3.33,2.475,8,5.805,1982,1988,7
김사윤,1994,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2024,5
김사율,1980,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2018,18
김사훈,1987,173,258,226,15,48,9,0,0,57,22,1,0,14,3,65,4,1.655,1.722,4,3.377,2012,2019,8
김상국,1963,1094,3052,2663,270,673,102,16,57,978,334,36,26,295,19,327,83,4.217,3.815,62,8.032,1986,1997,12
김상모,1969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1992,1
김상민,2003,8,13,12,3,1,0,0,0,1,0,0,0,1,0,3,0,0.083,0.154,0,0.237,2023,2023,1
김상수,1988,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2024,13
김상수,1990,1794,6759,5900,872,1601,263,38,62,2126,650,259,77,576,99,890,150,5.723,5.427,197,11.15,2009,2024,16
김상엽,1970,4,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1991,1992,2
김상우,1966,131,235,215,26,50,8,1,4,72,25,6,2,16,1,34,5,1.747,1.638,2,3.385,1989,1994,6
김상우,1975,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,1995,1995,1
김상재,1968,143,398,361,42,81,11,0,10,122,43,11,11,26,4,75,18,1.216,0.8,6,2.016,1992,1994,3
김상진,1970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,1
김상현,1980,1082,3853,3411,465,874,159,10,158,1527,570,54,25,324,71,857,118,6.083,4.522,121,10.605,2001,2016,16
김상호,1965,1229,4776,4193,581,1112,196,24,136,1764,624,118,64,452,65,832,60,5.059,4.416,80,9.475,1988,2000,13
김상호,1975,10,21,19,1,4,0,0,1,7,2,0,0,2,0,6,0,1.018,0.876,2,1.894,1998,2000,3
김상호,1989,227,594,523,52,140,26,1,7,189,66,3,4,57,6,122,15,1.119,1.287,7,2.406,2012,2017,6
김상훈,1960,1143,4544,4100,449,1181,210,31,72,1669,572,50,25,356,38,455,112,4.801,4.129,59,8.93,1984,1995,12
김상훈,1977,1388,4401,3882,376,941,154,3,67,1302,458,16,16,332,39,684,98,4.686,4.528,71,9.214,2000,2014,15
김서준,2003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2
김서현,2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2024,2
김석연,1968,71,99,93,8,18,3,1,0,23,9,0,2,2,1,25,3,0.672,0.626,2,1.298,1991,1993,3
김석일,1959,225,474,402,41,94,13,3,6,131,35,8,5,55,7,64,6,1.58,1.623,2,3.203,1983,1987,5
김석환,1999,69,155,138,17,22,3,0,4,37,13,0,0,12,4,49,2,0.861,0.752,2,1.613,2018,2023,6
김선규,1986,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2016,7
김선기,1991,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2024,2
김선빈,1989,1625,6198,5391,739,1645,260,13,41,2054,621,154,68,584,49,528,141,6.139,5.933,144,12.072,2008,2024,17
김선섭,1973,84,61,55,13,7,1,0,0,8,2,1,4,3,1,19,3,0.44,0.566,4,1.006,1996,2000,5
김선우,1973,12,28,28,2,3,1,0,0,4,2,1,0,0,0,1,0,0.143,0.107,0,0.25,1993,1993,1
김선우,2001,8,11,10,1,2,0,0,0,2,0,0,0,0,1,2,0,0.476,0.643,0,1.119,2022,2023,2
김선일,1965,461,1085,985,93,201,25,6,3,247,84,27,11,39,6,108,28,1.604,1.591,28,3.195,1989,1996,8
김선진,1967,816,2188,1942,277,501,64,24,33,712,222,82,33,177,27,278,53,3.871,3.571,19,7.442,1990,2000,11
김선훈,1969,17,27,24,3,3,1,0,0,4,0,1,0,3,0,6,0,0.762,0.674,4,1.436,1988,1989,2
김성,1971,33,25,22,8,3,1,0,0,4,0,2,0,2,1,5,0,0.383,0.468,0,0.851,1994,1996,3
김성갑,1962,942,2857,2416,296,567,90,11,14,721,218,78,47,263,41,298,46,2.983,3.334,61,6.317,1985,1995,11
김성관,1952,171,555,499,56,124,25,5,8,183,61,25,10,34,13,45,15,0.953,0.886,5,1.839,1982,1984,3
김성규,1965,358,961,837,94,202,18,6,1,235,49,16,17,89,8,116,14,1.573,1.83,5,3.403,1988,1993,6
김성균,1976,14,9,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2001,2002,2
김성기,1972,20,22,20,1,6,0,0,0,6,1,0,0,2,0,6,0,0.353,0.421,1,0.774,1992,1993,2
김성길,1956,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,1991,1
김성래,1961,1279,4314,3633,490,1008,171,10,147,1640,595,24,23,502,95,620,88,7.012,6.052,89,13.064,1984,2000,17
김성민,1993,2,4,4,0,1,0,0,0,1,0,0,0,0,0,3,0,0.25,0.25,0,0.5,2019,2019,1
김성민,1994,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2021,4
김성민,2001,9,16,14,4,4,0,0,2,10,4,0,0,1,1,3,0,0.714,0.375,2,1.089,2020,2020,1
김성배,1981,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2016,12
김성수,1962,43,54,49,2,7,2,0,0,9,0,1,1,2,1,8,0,0.536,0.595,2,1.131,1986,1989,4
김성열,1969,35,48,39,5,6,0,0,0,6,1,2,1,8,1,11,1,0.167,0.568,3,0.735,1993,1994,2
김성우,2003,4,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2024,2024,1
김성욱,1993,962,2461,2165,360,515,93,12,78,866,293,64,25,196,44,501,51,3.772,3.011,4,6.783,2013,2024,12
김성윤,1999,243,454,400,80,109,12,6,4,145,40,33,8,31,7,75,3,1.963,1.788,5,3.751,2017,2024,8
김성일,1967,162,235,210,32,36,6,1,1,47,9,13,10,13,3,20,2,0.601,0.702,3,1.303,1990,1992,3
김성재,1966,9,11,11,1,2,0,0,0,2,0,1,0,0,0,5,0,0.182,0.182,0,0.364,1990,1990,1
김성준,1974,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,1993,1
김성진,1997,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2023,3
김성진,2000,14,16,15,1,4,0,0,1,7,2,0,0,1,0,4,1,0.467,0.313,0,0.78,2024,2024,1
김성철,1972,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1991,1991,1
김성태,1971,71,169,153,13,33,6,1,0,41,18,4,3,11,1,27,3,0.281,0.528,7,0.809,1994,1997,4
김성태,1982,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2007,5
김성표,1994,71,50,43,16,9,0,0,0,9,1,5,1,6,0,14,0,0.576,0.77,1,1.346,2020,2022,3
김성한,1958,1336,5502,4850,762,1389,247,14,207,2285,782,143,67,483,88,696,92,6.427,4.92,124,11.347,1982,1995,14
김성한,1971,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,1997,1
김성현,1963,626,1673,1491,156,381,49,12,35,559,199,16,13,118,20,265,39,3.57,3.159,36,6.729,1986,1998,13
김성현,1987,1563,4752,4168,544,1124,182,11,45,1463,445,48,31,378,53,459,128,5.686,5.51,164,11.196,2006,2024,19
김성현,1989,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,2010,3
김성호,1955,36,39,32,1,5,1,0,0,6,0,0,0,4,1,7,0,0.207,0.294,0,0.501,1984,1987,4
김성호,1960,159,278,247,28,47,6,1,3,64,17,12,5,14,3,42,6,0.77,0.693,22,1.463,1983,1985,3
김성호,1981,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2005,2005,1
김성훈,1993,222,466,413,65,107,14,6,1,136,47,20,11,35,7,50,4,0.955,0.941,9,1.896,2017,2019,3
김성훈,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1
김세민,2003,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5,2022,2022,1
김세중,1979,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2003,1
김세현,1987,12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,2019,12
김세훈,2005,7,5,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.2,0,0.2,2024,2024,1
김수경,1979,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,2012,14
김수관,1975,100,143,131,10,24,4,0,1,31,12,1,1,8,1,35,4,0.928,0.919,3,1.847,1998,2002,5
김수길,1963,132,205,187,20,42,8,0,3,59,15,4,1,14,1,40,6,1.538,1.355,6,2.893,1986,1990,5
김수연,1977,841,1769,1578,254,393,41,10,2,460,71,127,51,137,7,289,13,2.586,2.832,18,5.418,1996,2008,13
김수완,1989,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2012,2
김수윤,1998,42,50,47,1,7,1,0,1,11,4,0,0,3,0,17,0,0.789,0.734,3,1.523,2021,2024,4
김수인,1997,4,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2024,2024,1
김수형,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,1
김수화,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,1
김수환,1998,131,341,292,32,57,13,0,8,94,36,0,0,35,7,115,4,1.315,1.116,6,2.431,2020,2024,5
김승관,1976,220,411,351,34,75,20,0,3,104,33,0,2,48,4,82,9,1.836,2.937,2,4.773,1995,2007,13
김승권,1976,443,663,619,85,143,41,0,13,223,72,3,4,17,5,133,15,3.651,2.535,22,6.186,1995,2006,12
김승태,1969,1,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0.5,0.5,0,1,1988,1988,1
김승현,1992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2024,8
김승회,1981,15,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2005,2019,15
김시앙,2001,52,103,95,8,19,1,0,0,20,7,0,0,4,3,27,5,0.463,0.577,1,1.04,2022,2024,3
김시훈,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023,1
김신,1971,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1994,1994,1
김신부,1963,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1989,1989,1
김실,1967,686,2235,1938,273,511,75,23,9,659,192,36,31,214,11,219,35,2.38,2.424,32,4.804,1994,2000,7
김연주,2004,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
김연훈,1984,467,860,773,91,175,29,3,4,222,61,18,14,36,9,171,18,2.121,1.937,31,4.058,2007,2017,11
김영규,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2024,6
김영균,1961,213,454,394,34,91,17,1,7,131,39,5,4,45,10,69,20,1.551,1.552,1,3.103,1984,1988,5
김영복,1985,34,52,48,5,8,1,0,1,12,4,0,0,2,0,8,0,0.388,0.316,0,0.704,2004,2006,3
김영수,1975,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2009,9
김영신,1961,25,33,32,1,5,0,0,0,5,2,0,0,1,0,5,1,0.281,0.318,2,0.599,1985,1986,2
김영운,1966,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1991,1
김영웅,2003,194,627,562,78,134,22,3,31,255,92,10,2,53,3,190,4,1.137,0.704,22,1.841,2022,2024,3
김영일,1971,156,330,294,30,63,9,2,0,76,19,9,7,17,8,43,8,0.842,0.875,1,1.717,1995,1998,4
김영준,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
김영직,1960,715,1830,1594,172,404,63,20,25,582,220,18,25,189,9,186,25,3.176,2.945,19,6.121,1987,1995,9
김영진,1972,406,807,714,47,111,22,3,5,154,45,3,6,49,10,171,15,1.218,1.467,26,2.685,1995,2001,7
김영진,1976,67,145,131,16,28,6,1,6,54,19,0,2,11,2,47,2,0.422,0.291,0,0.713,1995,1996,2
김영현,2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2024,2
김영화,1965,7,9,9,1,1,0,0,1,4,1,0,0,0,0,4,0,0.444,0.111,0,0.555,2003,2003,1
김영환,1993,80,98,94,8,14,0,0,1,17,7,2,1,3,0,23,1,0.53,0.604,0,1.134,2015,2020,6
김영훈,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,1
김옥일,1972,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1995,1996,2
김용국,1962,1092,3457,3018,359,753,123,9,46,1032,358,50,34,324,20,392,77,3.653,3.475,147,7.128,1985,1995,11
김용남,1958,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1982,1985,4
김용달,1956,315,681,591,66,153,28,4,12,225,72,7,5,77,2,102,24,2.247,2.206,13,4.453,1982,1988,7
김용만,1958,56,110,102,7,15,3,0,0,18,7,2,1,6,1,10,3,0.176,0.202,10,0.378,1982,1982,1
김용선,1970,411,1061,911,103,208,40,5,18,312,79,20,16,93,12,224,18,2.099,1.944,34,4.043,1989,1997,9
김용섭,1983,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2007,2011,5
김용수,1960,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,1995,1
김용우,1979,135,197,165,14,39,6,1,2,53,18,2,1,23,8,36,3,2.14,2.246,1,4.386,2002,2009,8
김용운,1955,592,1660,1484,127,367,52,4,9,454,160,10,11,82,17,129,52,2.739,2.646,51,5.385,1982,1990,9
김용의,1985,980,2053,1782,322,463,56,17,9,580,165,106,42,202,9,400,25,3.258,3.621,23,6.879,2008,2021,14
김용철,1957,1025,3865,3415,479,968,192,10,131,1573,555,74,42,369,29,382,110,5.029,3.914,66,8.943,1982,1992,11
김용호,1986,2,8,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2011,2011,1
김용희,1955,535,1975,1783,200,482,69,10,61,754,260,15,13,151,18,161,56,2.996,2.399,51,5.395,1982,1989,8
김용희,1964,66,45,38,27,7,0,0,0,7,0,14,5,4,2,11,0,0.2,0.317,0,0.517,1988,1989,2
김우근,1956,397,1202,1043,142,264,35,8,11,348,85,65,25,111,9,111,24,1.831,1.852,11,3.683,1982,1987,6
김우석,1975,161,142,129,17,23,5,1,1,33,6,1,1,7,3,36,4,1.384,1.272,8,2.656,2002,2008,7
김우열,1949,343,1256,1076,160,299,45,6,41,479,173,43,16,155,16,141,15,2.057,1.812,3,3.869,1982,1986,5
김우현,1967,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,1990,1
김웅빈,1996,337,929,810,93,198,43,2,19,302,114,2,3,80,20,249,17,2.895,2.493,19,5.388,2016,2024,9
김원,1978,5,5,5,0,1,0,0,0,1,0,0,0,0,0,3,0,0.2,0.2,0,0.4,2004,2004,1
김원근,1968,62,142,125,10,34,3,0,0,37,11,1,4,12,3,29,5,1.295,1.41,1,2.705,1991,1995,5
김원석,1989,89,221,203,31,56,12,2,7,93,26,0,0,11,5,64,3,0.717,0.662,0,1.379,2016,2017,2
김원섭,1978,1092,3396,2835,442,767,131,33,27,1045,307,103,51,436,19,452,52,4.693,5.071,8,9.764,2001,2016,16
김원식,1966,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1988,1988,1
김원중,1993,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2024,5
김원형,1972,12,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2001,2009,9
김유동,1954,136,402,378,41,89,15,1,10,136,41,4,4,14,4,45,10,1.256,1.043,5,2.299,1982,1985,4
김유신,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,1
김유영,1994,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2024,4
김윤동,1993,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2018,3
김윤일,1978,12,19,17,0,2,1,0,0,3,2,0,0,1,1,7,0,0.176,0.211,2,0.387,1998,1999,2
김윤하,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
김윤환,1957,457,1402,1203,153,309,62,9,28,473,170,66,33,147,6,163,31,1.94,1.716,17,3.656,1987,1991,5
김은성,1993,27,34,30,2,8,3,0,0,11,2,0,0,3,1,9,2,1.069,1.245,1,2.314,2019,2021,3
김응국,1966,1440,5673,4950,744,1452,243,62,86,2077,666,207,99,593,37,711,92,6.366,5.572,33,11.938,1989,2003,15
김응민,1991,104,191,172,15,32,3,0,2,41,15,0,0,8,5,41,6,2.272,1.369,3,3.641,2014,2022,9
김이수,1960,118,166,155,25,26,6,1,2,40,10,7,7,9,1,29,2,0.599,0.465,4,1.064,1984,1986,3
김이슬,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,1
김인권,1968,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1992,1
김인식,1953,662,2410,2167,260,553,67,11,11,675,154,99,46,107,60,110,38,2.047,2.059,79,4.106,1982,1988,7
김인철,1971,381,747,681,112,162,27,3,18,249,78,20,10,43,9,164,18,2.179,2.017,13,4.196,1991,2007,17
김인철,1974,20,13,10,7,1,0,0,0,1,0,5,1,3,0,3,1,0.143,0.65,1,0.793,1992,1994,3
김인태,1994,467,1190,1000,129,243,42,2,21,352,124,4,4,163,9,213,23,2.992,2.778,5,5.77,2016,2024,9
김인호,1967,1067,3252,2783,412,640,110,16,52,938,263,99,64,296,51,478,56,4.227,3.973,87,8.2,1989,2001,13
김인환,1994,298,989,902,94,217,33,0,24,322,105,3,0,71,7,245,13,1.268,1.146,13,2.414,2018,2024,7
김일경,1978,800,1800,1569,220,386,62,5,18,512,118,90,38,119,25,331,35,4.169,3.858,46,8.027,1999,2012,14
